영화명,개봉일,관객수,스크린수,대표국적,배급사
앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,"292,495",380,미국,이십세기폭스코리아(주)
혼숨,2016-10-26,"288,016",498,한국,(주)프레인글로벌
극장판 안녕 자두야,2016-05-04,"279,993",523,한국,씨제이이앤엠(주)
비밀은 없다,2016-06-23,"250,650",502,한국,씨제이이앤엠(주)
순정,2016-02-24,"240,484",467,한국,(주)리틀빅픽쳐스
닌자터틀 : 어둠의 히어로,2016-06-16,"235,207",517,미국,롯데쇼핑㈜롯데엔터테인먼트
드림 쏭,2016-09-14,"234,387",399,미국,(주)이수C&E
독수리 에디,2016-04-07,"226,341",528,미국,이십세기폭스코리아(주)
포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,2016-12-22,"219,047",480,일본,(주)이수C&E
원피스 필름 골드,2016-12-08,"215,546",445,일본,씨제이이앤엠(주)
아이 엠 어 히어로,2016-09-21,"212,599",263,일본,(주)영화사 빅
남과 여,2016-02-25,"203,775",449,한국,(주)쇼박스
짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,2016-01-07,"202,538",350,일본,(주)넥스트엔터테인먼트월드(NEW)
"무현, 두 도시 이야기",2016-10-26,"192,668",66,한국,(주)모멘텀엔터테인먼트
글로리데이,2016-03-24,"189,191",494,한국,(주)엣나인필름
대호,2015-12-16,"178,574",892,한국,(주)넥스트엔터테인먼트월드(NEW)
부활,2016-03-17,"175,146",120,미국,유니버설픽쳐스인터내셔널 코리아(유)
조이,2016-03-10,"172,198",405,미국,이십세기폭스코리아(주)
매직브러시,2016-05-04,"172,107",460,중국,(주)영화사 빅
대배우,2016-03-30,"169,855",474,한국,"(주)대명문화공장,(주)리틀빅픽쳐스"
빅,2016-07-27,"160,860",332,미국,(주)이수C&E
달빛궁궐,2016-09-07,"153,097",425,한국,(주)넥스트엔터테인먼트월드(NEW)
어린왕자,2015-12-23,"150,275",494,프랑스,씨네그루(주)다우기술
미스컨덕트,2016-03-30,"148,512",470,미국,"(주)박수엔터테인먼트,㈜코리아스크린"
서울역,2016-08-17,"147,031",440,한국,(주)넥스트엔터테인먼트월드(NEW)
13시간,2016-03-03,"145,952",380,미국,롯데쇼핑㈜롯데엔터테인먼트
자백,2016-10-13,"143,648",152,한국,(주)엣나인필름
장난감이 살아있다,2016-09-07,"142,977",294,아르헨티나,"㈜코리아스크린,와이드 릴리즈(주)"
극장판 아이엠스타 : 꿈의 오디션!,2016-02-11,"141,351",254,일본,씨제이이앤엠(주)
플로렌스,2016-08-24,"139,717",382,영국,(주)이수C&E
로빈슨 크루소,2016-09-07,"139,392",329,벨기에,(주)영화사 빅
제 5침공,2016-02-25,"135,874",312,미국,유니버설픽쳐스인터내셔널 코리아(유)
극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,"135,398",200,한국,(주)아이코닉스
대니쉬 걸,2016-02-17,"134,029",246,미국,유니버설픽쳐스인터내셔널 코리아(유)
카페 소사이어티,2016-09-14,"126,439",199,미국,CGV아트하우스
마이 리틀 자이언트,2016-08-10,"125,800",128,미국,월트디즈니컴퍼니코리아(주)
죽여주는 여자,2016-10-06,"121,444",317,한국,CGV아트하우스
헤이트풀8,2016-01-07,"120,352",167,미국,(주)누리픽쳐스
감바의 대모험,2016-11-10,"117,488",400,일본,(주)영화사 빅
최강전사 미니특공대: 영웅의 탄생,2016-02-04,"116,531",349,한국,(주)삼지애니메이션
다이노소어 어드벤처 : 백악기 공룡대백과,2016-05-04,"112,242",325,영국,"(주)박수엔터테인먼트,(주)애니플러스"
피터와 드래곤,2016-09-28,"109,137",167,미국,월트디즈니컴퍼니코리아(주)
킹 오브 프리즘,2016-08-11,"103,852",53,일본,(주)박수엔터테인먼트
다이버전트 시리즈: 얼리전트,2016-05-12,"103,556",393,미국,씨네그루(주)키다리이엔티
무서운 이야기 3 : 화성에서 온 소녀,2016-06-01,"97,804",317,한국,롯데쇼핑㈜롯데엔터테인먼트
바스티유 데이,2016-10-13,"96,579",422,미국,롯데쇼핑㈜롯데엔터테인먼트
걷기왕,2016-10-20,"95,542",462,한국,CGV아트하우스
일사각오,2016-03-17,"94,767",51,한국,파이오니아21
나의 산티아고,2016-07-14,"94,243",88,독일,(주)영화사 진진
본 투 비 블루,2016-06-09,"93,738",147,캐나다,그린나래미디어(주)
태풍이 지나가고,2016-07-27,"93,005",72,일본,(주)티캐스트
크리미널,2016-06-22,"92,358",351,영국,(주)영화사 빅
오베라는 남자,2016-05-25,"92,339",255,스웨덴,"(주)싸이더스,(주)디스테이션"
슈퍼 프렌즈,2016-08-10,"89,615",255,한국,씨네그루(주)키다리이엔티
루돌프와 많이있어,2016-12-28,"89,510",375,일본,씨제이이앤엠(주)
룸,2016-03-03,"87,328",333,아일랜드,(주)영화사 빅
포켓몬 더 무비 XY 후파: 광륜의 초마신,2015-12-23,"86,193",360,일본,(주)이수C&E
유스,2016-01-07,"85,166",65,이탈리아,그린나래미디어(주)
다이노X 탐험대,2016-05-04,"83,086",348,한국,(주)이수C&E
로스트 인 더스트,2016-11-03,"81,236",354,미국,메가박스중앙(주)플러스엠
최악의 하루,2016-08-25,"80,754",199,한국,CGV아트하우스
오 마이 그랜파,2016-03-17,"79,701",396,미국,판씨네마(주)
엽기적인 그녀 2,2016-05-12,"77,124",387,한국,(주)리틀빅픽쳐스
하이큐!! 끝과 시작,2016-11-16,"75,704",130,일본,(주)팝엔터테인먼트
라스트 위치 헌터,2015-12-30,"72,481",278,미국,TCO(주)더콘텐츠온
언더월드: 블러드 워,2016-11-30,"72,071",183,미국,유니버설픽쳐스인터내셔널 코리아(유)
선생님의 일기,2016-11-02,"71,297",163,태국,"(주)드림팩트엔터테인먼트,(주)미로스페이스"
세상에서 고양이가 사라진다면,2016-11-09,"70,424",175,일본,(주)크리픽쳐스
바다 탐험대 옥토넛 시즌4: 늪지탐험선K,2016-09-28,"69,881",164,영국,와이드 릴리즈(주)
어카운턴트,2016-10-13,"69,529",375,미국,워너브러더스 코리아(주)
번개맨,2016-02-11,"69,303",393,한국,씨네그루(주)키다리이엔티
이퀄스,2016-08-31,"68,897",357,미국,씨네그루(주)키다리이엔티
스티브 잡스,2016-01-21,"68,815",384,미국,유니버설픽쳐스인터내셔널 코리아(유)
아이엠스타 뮤직어워드,2016-09-14,"67,027",358,일본,씨제이이앤엠(주)
올레,2016-08-25,"66,883",338,한국,"(주)대명문화공장,(주)리틀빅픽쳐스"
리틀메딕: 몸속탐험대,2016-11-24,"66,562",291,독일,(주)팝엔터테인먼트
데몰리션,2016-07-13,"66,473",198,미국,(주)리틀빅픽쳐스
레터스 투 갓,2016-02-25,"65,987",119,미국,(주)모멘텀엔터테인먼트
극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,2016-11-03,"64,622",406,일본,(주)넥스트엔터테인먼트월드(NEW)
트럼보,2016-04-07,"61,955",310,미국,"그린나래미디어(주),(주)프레인글로벌"
바다 탐험대 옥토넛 시즌4: 빙하탐험선S,2016-02-25,"60,977",155,영국,와이드 릴리즈(주)
두 남자,2016-11-30,"60,365",397,한국,씨네그루(주)키다리이엔티
극장판 도라에몽: 신 진구의 버스 오브 재팬,2016-12-21,"59,147",282,일본,(주)넥스트엔터테인먼트월드(NEW)
바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,2016-06-02,"58,619",162,영국,와이드 릴리즈(주)
더 보이,2016-06-01,"56,959",186,미국,(주)리틀빅픽쳐스
극장판 프랭키와 친구들: 생명의 나무,2016-04-13,"56,835",258,한국,예지림엔터테인먼트
그물,2016-10-06,"56,541",381,한국,(주)넥스트엔터테인먼트월드(NEW)
드레스메이커,2016-02-11,"56,275",176,호주,(주)리틀빅픽쳐스
백설공주 : 사라진 아빠를 찾아서,2016-09-29,"55,355",213,중국,예지림엔터테인먼트
빅뱅 메이드,2016-06-30,"55,227",56,한국,씨제이 씨지브이(CJ CGV)(주)
파라노말 액티비티: 더 고스트 디멘션,2016-04-21,"54,972",353,미국,(주)박수엔터테인먼트
순종,2016-11-17,"54,456",104,한국,"(재)CBS,(주)영화사 안다미로"
잡아야 산다,2016-01-07,"54,450",219,한국,오퍼스픽쳐스
"나, 다니엘 블레이크",2016-12-08,"53,852",63,영국,(주)영화사 진진
뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,"53,254",544,한국,(주)넥스트엔터테인먼트월드(NEW)
브루클린,2016-04-21,"51,106",40,미국,이십세기폭스코리아(주)
포레스트: 죽음의 숲,2016-03-30,"50,631",312,미국,유니버설픽쳐스인터내셔널 코리아(유)
마음이 외치고 싶어해,2016-03-30,"49,813",122,일본,스튜디오 프로그레시브 인큐베이터
바닷마을 다이어리,2015-12-17,"48,514",67,일본,(주)티캐스트
우리들,2016-06-16,"47,969",76,한국,(주)엣나인필름
목숨 건 연애,2016-12-14,"47,805",393,한국,오퍼스픽쳐스
머니 몬스터,2016-08-31,"47,226",151,미국,유니버설픽쳐스인터내셔널 코리아(유)
트리플 9,2016-04-20,"47,197",329,미국,(주)리틀빅픽쳐스
엽문3: 최후의 대결,2016-03-10,"46,970",130,홍콩,씨네그루(주)키다리이엔티
갤럭시 히어로즈: 라쳇 앤 클랭크,2016-08-17,"46,638",237,미국,(주)영화사 빅
하드코어 헨리,2016-05-19,"46,373",239,미국,"㈜코리아스크린,와이드 릴리즈(주)"
블레어 위치,2016-11-23,"46,285",172,미국,㈜코리아스크린
미스 사이공 : 25주년 특별 공연,2016-11-24,"46,080",100,미국,유니버설픽쳐스인터내셔널 코리아(유)
이웃집에 신이 산다,2015-12-24,"44,650",73,벨기에,(주)엣나인필름
플래그 더 문,2016-06-02,"44,572",244,스페인,(주)박수엔터테인먼트
범죄의 여왕,2016-08-25,"43,823",270,한국,"(주)콘텐츠판다,TCO(주)더콘텐츠온"
스푹스:MI5,2016-03-17,"41,416",341,영국,(주)영화사 빅
33,2016-04-07,"41,269",320,미국,(주)나이너스엔터테인먼트
잔예 - 살아서는 안되는 방,2016-07-07,"41,247",287,일본,(주)넥스트엔터테인먼트월드(NEW)
스누피: 더 피너츠 무비,2015-12-24,"40,862",348,미국,이십세기폭스코리아(주)
동급생,2016-05-19,"38,706",100,일본,(주)박수엔터테인먼트
나의 그리스식 웨딩 2,2016-03-30,"38,305",327,미국,(주)이수C&E
트릭,2016-07-13,"38,262",390,한국,"(주)스톰픽쳐스코리아,(주)이수C&E"
4등,2016-04-13,"38,244",213,한국,"(주)프레인글로벌,CGV아트하우스"
너의 이름은.,2017-01-04,"36,763",947,일본,메가박스중앙(주)플러스엠
빌리와 용감한 녀석들: 치킨 히어로,2016-02-17,"35,712",241,미국,"(주)박수엔터테인먼트,㈜코리아스크린"
파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,2016-08-17,"35,569",170,한국,(주)삼지애니메이션
브루클린의 멋진 주말,2016-01-21,"35,318",103,미국,(주)영화사 진진
신은 죽지 않았다 2,2016-04-07,"34,770",96,미국,"(주)에스와이코마드,글뫼 주식회사"
"헤일, 시저!",2016-03-24,"34,295",253,미국,유니버설픽쳐스인터내셔널 코리아(유)
무한대를 본 남자,2016-11-03,"33,314",309,영국,판씨네마(주)
태양 아래,2016-04-27,"33,008",120,체코,THE 픽쳐스
인어공주 : 새로운 모험의 시작,2016-11-03,"32,592",262,중국,예지림엔터테인먼트
다가오는 것들,2016-09-29,"32,355",29,프랑스,찬란
대결,2016-09-22,"32,278",366,한국,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온"
극장판 프리파라 모두 모여라! 프리즘☆투어즈,2016-10-13,"31,843",157,한국,(주)박수엔터테인먼트
극장판 유희왕 더 다크 사이드 오브 디멘션즈,2016-06-09,"31,805",210,일본,(주)넥스트엔터테인먼트월드(NEW)
그랜드파더,2016-08-31,"31,640",288,한국,"(주)인벤트스톤,(주)디스테이션"
쿠보와 전설의 악기,2016-10-26,"30,525",100,미국,유니버설픽쳐스인터내셔널 코리아(유)
테일 오브 테일즈,2016-11-24,"29,922",102,이탈리아,오드
스노우타임,2016-12-15,"29,575",259,캐나다,(주)영화사 빅
서프러제트,2016-06-23,"28,511",18,미국,유니버설픽쳐스인터내셔널 코리아(유)
카페 6,2016-11-16,"28,353",126,대만,(주)라이크 콘텐츠
걸즈 앤 판처 극장판,2016-08-25,"28,121",57,일본,(주)머스트씨무비릴리징컴퍼니
토마스와 친구들: 용감한 기관차와 괴물소동,2016-10-13,"27,345",291,영국,와이드 릴리즈(주)
인천상륙작전 : 익스텐디드 에디션(확장판),2016-09-13,"27,070",122,한국,씨제이이앤엠(주)
뉴 스텝업: 어반댄스,2016-09-22,"26,488",176,뉴질랜드,THE 픽쳐스
카이: 거울 호수의 전설,2016-08-17,"24,675",172,한국,메가박스중앙(주)플러스엠
하이-라이즈,2016-03-30,"24,600",108,영국,찬란
키즈모노가타리 I : 철혈편,2016-06-30,"24,492",74,일본,(주)박수엔터테인먼트
나이스 가이즈,2016-07-06,"24,471",249,미국,메가박스중앙(주)플러스엠
에곤 쉴레: 욕망이 그린 그림,2016-12-22,"23,931",50,오스트리아,(주)티캐스트
45년 후,2016-05-05,"23,707",45,영국,판씨네마(주)
하이 스피드! –프리! 스타팅 데이즈-,2016-03-24,"23,496",60,일본,(주)박수엔터테인먼트
미스터 캣,2016-10-19,"23,350",241,프랑스,(주)리틀빅픽쳐스
사울의 아들,2016-02-25,"23,148",50,헝가리,그린나래미디어(주)
피아니스트 세이모어의 뉴욕 소네트,2016-04-07,"22,665",18,미국,(주)영화사 진진
연애담,2016-11-17,"22,380",38,한국,(주)인디플러그
스킵트레이스: 합동수사,2016-08-31,"22,350",244,홍콩,(주)영화사 빅
시크릿 인 데어 아이즈,2016-04-27,"21,692",186,미국,판씨네마(주)
히야,2016-03-10,"21,687",124,한국,(주)라이크 콘텐츠
하이큐!! 승자와 패자,2016-12-28,"20,814",103,일본,"(주)이수C&E,(주)팝엔터테인먼트"
세기의 매치,2016-01-28,"20,448",187,미국,판씨네마(주)
바그다드 카페 : 디렉터스컷,2016-07-14,"20,195",59,독일,(주)팝엔터테인먼트
섬. 사라진 사람들,2016-03-03,"19,842",206,한국,(주)콘텐츠판다
칠드런 오브 맨,2016-09-22,"19,548",56,영국,"영화사 마농(주),(주)씨네클럽봉봉미엘"
립반윙클의 신부,2016-09-28,"19,412",85,일본,"TCO(주)더콘텐츠온,주식회사 더쿱"
커터,2016-03-30,"19,405",199,한국,(주)스톰픽쳐스코리아
트루스,2016-08-24,"19,315",123,미국,(주)라이크 콘텐츠
이레셔널 맨,2016-07-21,"19,287",40,미국,(주)프레인글로벌
프란치스코,2016-03-10,"18,799",184,스페인,스튜디오 프로그레시브 인큐베이터
다음 침공은 어디?,2016-09-08,"18,744",32,미국,판씨네마(주)
환상의 빛,2016-07-07,"18,538",37,일본,주식회사 씨네룩스
버스 657,2016-01-14,"18,042",161,미국,(주)스톰픽쳐스코리아
비틀스: 에잇 데이즈 어 위크 – 투어링 이어즈,2016-10-19,"18,024",150,영국,메가박스중앙(주)플러스엠
당신자신과 당신의 것,2016-11-10,"17,884",151,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
"불량소녀, 너를 응원해!",2016-09-21,"17,875",128,일본,글뫼 주식회사
미라클 프롬 헤븐,2016-05-25,"17,625",92,미국,유니버설픽쳐스인터내셔널 코리아(유)
내부자들,2015-11-19,"16,689","1,075",한국,(주)쇼박스
사랑하기 때문에,2017-01-04,"16,410",542,한국,(주)넥스트엔터테인먼트월드(NEW)
리틀 폭스,2016-06-23,"16,204",150,중국,예지림엔터테인먼트
예전부터 계속 좋아했어 ~고백실행위원회~,2016-09-29,"16,187",77,일본,(주)디스테이션
더 웨이브,2016-07-13,"16,108",140,노르웨이,(주)팝엔터테인먼트
"나의 위대한 친구, 세잔",2016-12-15,"15,991",49,프랑스,그린나래미디어(주)
무수단,2016-03-03,"15,882",228,한국,오퍼스픽쳐스
키즈모노가타리 II : 열혈편,2016-10-20,"15,800",69,일본,(주)박수엔터테인먼트
호비와 동화나라 대모험,2016-12-08,"15,603",81,일본,(주)머스트씨무비릴리징컴퍼니
아이 인 더 스카이,2016-07-14,"15,571",205,영국,판씨네마(주)
라스트 홈,2016-04-07,"15,258",163,미국,(주)브리즈픽처스
비거 스플래쉬,2016-08-03,"15,201",40,이탈리아,찬란
자객 섭은낭,2016-02-04,"15,167",52,대만,(주)영화사 진진
하나와 미소시루,2016-04-27,"15,096",104,일본,(주)영화사 진진
브링 홈: 아버지의 땅,2016-09-01,"15,025",36,한국,(주)드림팩트엔터테인먼트
트윈스터즈,2016-03-03,"14,972",126,미국,CGV아트하우스
나쁜놈은 죽는다,2016-02-04,"14,942",138,중국,"TCO(주)더콘텐츠온,(유)조이앤시네마"
슈퍼소닉,2016-11-24,"14,785",38,영국,주식회사 씨네룩스
춘몽,2016-10-13,"14,423",96,한국,"(주)프레인글로벌,(주)스톰픽쳐스코리아"
캡틴 판타스틱,2016-11-30,"14,330",86,미국,주식회사 더쿱
아노말리사,2016-03-30,"14,153",93,미국,롯데쇼핑㈜롯데엔터테인먼트
산이 울다,2016-05-25,"13,880",107,중국,(주)팝엔터테인먼트
디시에르토,2016-10-05,"13,812",119,멕시코,(주)제이앤씨미디어그룹
와와의 학교 가는 날,2016-10-27,"13,314",48,중국,(주)마노엔터테인먼트
미스터 라잇,2016-06-16,"12,465",92,미국,(주)누리픽쳐스
시카리오: 암살자의 도시,2015-12-03,"12,294",227,미국,롯데쇼핑㈜롯데엔터테인먼트
도성풍운 3,2016-11-30,"12,135",51,홍콩,(주)드림팩트엔터테인먼트
오 마이 파파,2016-11-10,"11,992",36,한국,(주)모멘텀엔터테인먼트
겁쟁이 페달: 더 무비,2016-01-14,"11,777",52,일본,(주)미디어캐슬
호두까기 인형: 장난감 왕국 대모험,2016-12-15,"11,720",96,페루,THE 픽쳐스
미니 자이언트,2016-01-28,"11,703",46,영국,(주)박수엔터테인먼트
썸니아,2016-05-25,"11,662",200,미국,(주)박수엔터테인먼트
사랑이 이끄는 대로,2016-09-01,"11,491",45,프랑스,그린나래미디어(주)
멜리스,2016-02-11,"11,484",141,한국,(주)드림팩트엔터테인먼트
마일스,2016-08-10,"11,375",52,미국,(주)영화사 빅
몽키킹2: 서유기 여정의 시작,2016-05-19,"11,156",54,중국,THE 픽쳐스
라우더 댄 밤즈,2016-10-27,"11,143",55,노르웨이,그린나래미디어(주)
두 번째 스물,2016-11-03,"10,984",175,한국,(주)리틀빅픽쳐스
나의 살던 고향은,2016-11-24,"10,686",62,한국,(주)시네마달
"사랑해, 매기",2016-07-27,"10,676",66,멕시코,와이드 릴리즈(주)
최악의 이웃과 사랑에 빠지는 방법,2016-04-07,"10,472",121,프랑스,와이드 릴리즈(주)
부릉! 부릉! 브루미즈: 스피더의 모험 일기,2016-12-15,"10,208",194,한국,(주)삼지애니메이션
업 포 러브,2016-12-21,"10,131",64,프랑스,(주)엣나인필름
어바웃 레이,2016-11-24,"10,052",73,미국,오퍼스픽쳐스
바다의 노래: 벤과 셀키요정의 비밀,2016-01-14,"9,826",141,아일랜드,(주)영화사 진진
마신자 - 빨간 옷 소녀의 저주,2016-07-21,"9,761",129,대만,씨네그루(주)키다리이엔티
오만과 편견 그리고 좀비,2016-05-25,"9,717",138,미국,(주)이수C&E
킬 미 달링,2016-01-28,"9,558",58,네덜란드,(주)블룸즈베리리소시스리미티드
"제자도 - 제자,옥한흠2",2016-11-10,"9,533",79,한국,파이오니아21
극장판 프리즘스톤 올스타 셀렉션,2016-07-07,"9,381",109,한국,(주)박수엔터테인먼트
사랑과 음악사이,2016-04-27,"9,148",143,미국,(주)영화사 빅
줄리에타,2016-11-17,"8,840",36,스페인,주식회사 쇼미미디어앤트레이딩
햄릿,2016-11-24,"8,657",22,영국,메가박스중앙(주)
신밧드 더 무비,2016-12-01,"8,630",158,일본,와이드 릴리즈(주)
시소,2016-11-10,"8,591",49,한국,"(주)대명문화공장,(주)리틀빅픽쳐스"
비틀즈: 하드 데이즈 나이트,2016-05-05,"8,576",41,영국,찬란
귀담백경,2016-10-19,"8,297",182,일본,(주)박수엔터테인먼트
로렐,2016-07-07,"8,289",62,미국,(주)엣나인필름
뚜르: 내 생애 최고의 49일,2017-02-01,"8,256",227,한국,(주)리틀빅픽쳐스
나홀로 휴가,2016-09-22,"8,220",165,한국,(주)리틀빅픽쳐스
제3의 사랑,2016-05-19,"8,108",138,중국,(주)쇼박스
백트랙,2016-01-21,"8,078",92,호주,(주)디스테이션
유리의 꽃과 부수는 세계,2016-04-21,"8,028",57,일본,주식회사 더쿱
꼬마기사 트랭크,2016-06-16,"7,930",174,독일,(주)디스테이션
쥬랜더 리턴즈,2016-08-31,"7,853",178,미국,(주)스톰픽쳐스코리아
북 오브 러브,2016-11-30,"7,763",96,중국,"롯데쇼핑㈜롯데엔터테인먼트,(주)퍼스트런"
인필트레이터 : 잠입자들,2016-10-06,"7,735",128,미국,(주)리틀빅픽쳐스
당신을 기다리는 시간,2016-01-28,"7,660",31,이탈리아,찬란
물숨,2016-09-29,"7,640",51,한국,(주)영화사 진진
붕붕 달려라 깜이,2016-03-24,"7,556",174,독일,예지림엔터테인먼트
신을 믿습니까?,2016-04-21,"7,317",81,미국,와이드 릴리즈(주)
무스탕: 랄리의 여름,2016-03-17,"7,281",26,프랑스,"(주)미로스페이스,THE 픽쳐스"
에브리바디 원츠 썸!!,2016-07-14,"7,281",63,미국,(주)디스테이션
크리피: 일가족 연쇄 실종 사건,2016-08-18,"7,130",73,일본,(주)영화사 진진
레이디 수잔,2016-11-24,"7,071",88,영국,(주)팝엔터테인먼트
앱솔루틀리 애니씽,2016-01-14,"7,052",90,미국,(주)모멘텀엔터테인먼트
헝거,2016-03-17,"6,927",56,영국,오드
마가렛트 여사의 숨길 수 없는 비밀,2016-03-17,"6,857",82,프랑스,그린나래미디어(주)
고스트 헌터: 얼음 몬스터의 부활,2016-02-25,"6,824",58,독일,예지림엔터테인먼트
연인과 독재자,2016-09-22,"6,765",76,영국,(주)엣나인필름
초인,2016-05-05,"6,689",30,한국,"(주)대명문화공장,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)"
클랜,2016-05-12,"6,556",58,아르헨티나,"(주)더블앤조이픽쳐스,주식회사 쇼미미디어앤트레이딩"
미스터 홈즈,2016-05-26,"6,518",58,영국,(주)프레인글로벌
드래곤 네스트: 평화 기사단 VS 블랙 드래곤,2016-11-17,"6,347",102,중국,THE 픽쳐스
봉신연의: 영웅의 귀환,2016-09-22,"6,343",155,홍콩,씨네그루(주)키다리이엔티
미나미 양장점의 비밀,2016-05-19,"6,296",34,일본,(주)영화사 진진
라스트 탱고,2015-12-31,"6,285",19,독일,(주)미로스페이스
극장판 울려라! 유포니엄,2016-09-01,"6,085",72,일본,(주)박수엔터테인먼트
크로닉,2016-04-14,"6,067",43,멕시코,주식회사 씨네룩스
리턴 투 센더,2016-03-10,"6,062",142,미국,(주)디스테이션
몽 루아,2016-05-26,"5,961",41,프랑스,메가박스중앙(주)플러스엠
에브리띵 윌 비 파인,2015-12-31,"5,935",46,독일,찬란
바이 더 씨,2016-04-28,"5,908",40,미국,유니버설픽쳐스인터내셔널 코리아(유)
양치기들,2016-06-02,"5,841",56,한국,CGV아트하우스
순응자,2016-01-28,"5,839",8,이탈리아,㈜영화사 백두대간
뷰티풀 프래니,2016-03-17,"5,821",144,미국,와이드 릴리즈(주)
설행_눈길을 걷다,2016-03-03,"5,791",72,한국,(주)인디플러그
백엔의 사랑,2016-06-16,"5,641",26,일본,주식회사 씨네룩스
셀,2016-06-29,"5,617",77,미국,(주)드림팩트엔터테인먼트
新극장판 이니셜D: 레전드3 -몽현-,2016-08-25,"5,544",55,일본,씨제이이앤엠(주)
극장판 울트라맨 우주 몬스터 대결전,2016-04-13,"5,510",136,일본,(주)박수엔터테인먼트
커튼콜,2016-12-08,"5,503",80,한국,(주)모멘텀엔터테인먼트
드래곤 포스 극장판,2016-11-17,"5,256",144,미국,와이드 릴리즈(주)
노마: 뉴 노르딕 퀴진의 비밀,2016-07-28,"5,158",15,영국,(주)엣나인필름
퀸 오브 데저트,2016-04-07,"5,097",47,미국,(주)영화사 빅
나쁜 나라,2015-12-03,"5,067",19,한국,"배급위원회,(주)시네마달"
아버지의 초상,2016-01-28,"5,028",25,프랑스,"미디어소프트,(주)뮤제엔터테인먼트"
프랑스 영화처럼,2016-01-14,"4,881",30,한국,(주)콘텐츠판다
위스키 탱고 폭스트롯,2016-11-10,"4,682",108,미국,(주)디스테이션
너는 착한 아이,2016-03-24,"4,680",51,일본,(주)디스테이션
맥베스,2015-12-03,"4,627",141,영국,판씨네마(주)
내셔널 갤러리,2016-08-25,"4,509",5,프랑스,(주)영화사 진진
나만이 없는 거리,2016-08-17,"4,392",63,일본,(주)박수엔터테인먼트
사랑과 어둠의 이야기,2016-09-01,"4,377",40,미국,(주)유로커뮤니케이션
마이크롭 앤 가솔린,2016-03-31,"4,339",29,프랑스,(주)영화사 안다미로
그림자들의 섬,2016-08-25,"4,197",15,한국,(주)시네마달
이니시에이션 러브,2016-03-17,"4,113",120,일본,(주)박수엔터테인먼트
태양의 서커스 월드 어웨이,2016-01-06,"4,110",16,미국,주식회사 드림크리에이션
프랑코포니아,2016-06-16,"4,109",25,프랑스,(주)영화사 안다미로
할머니의 먼 집,2016-09-29,"4,069",18,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
업사이드 다운,2016-04-14,"3,969",22,한국,(주)시네마달
런던시계탑 밑에서 사랑을 찾을 확률,2016-01-28,"3,948",3,영국,판씨네마(주)
램스,2016-11-03,"3,864",23,아이슬란드,"미디어 컨텐츠 스토어,(주)인디플러그"
레이스,2016-05-25,"3,849",62,캐나다,(주)영화사 빅
시간의 종말,2016-11-03,"3,806",33,한국,(주)영화사 진진
내 심장이 건너 뛴 박동,2016-12-15,"3,791",24,프랑스,주식회사 씨네룩스
철원기행,2016-04-21,"3,714",29,한국,주식회사 디에스이이디
바쿠만,2016-04-21,"3,653",73,일본,(주)디스테이션
비바,2016-10-13,"3,518",71,아일랜드,(주)팝엔터테인먼트
레나,2016-05-26,"3,393",14,한국,(주)모멘텀엔터테인먼트
고양이는 불러도 오지 않는다,2016-06-09,"3,306",32,일본,(주)디스테이션
삼례,2016-06-23,"3,243",26,한국,(주)인디플러그
히치콕 트뤼포,2016-08-25,"3,073",18,프랑스,(주)영화사 안다미로
바후발리 : 더 비기닝,2016-11-10,"3,068",31,인도,팔레드시네마(주)
최후의 Z,2016-12-28,"3,063",23,아이슬란드,(주)드림팩트엔터테인먼트
겁쟁이 페달: 리로드,2016-01-14,"3,050",7,일본,(주)미디어캐슬
우리 연애의 이력,2016-06-29,"3,043",26,한국,(주)모멘텀엔터테인먼트
노조키메,2016-08-10,"2,982",49,일본,브릿지웍스 엔터테인먼트(주)
파리의 한국남자,2016-01-28,"2,951",24,한국,(주)모멘텀엔터테인먼트
마카담 스토리,2015-12-24,"2,950",29,프랑스,주식회사 씨네룩스
실버벨,2016-12-15,"2,910",21,미국,(재)CBS
월터 교수의 마지막 강의,2016-03-17,"2,791",28,미국,주식회사 씨네룩스
부모님과 이혼하는 방법,2016-05-12,"2,758",37,미국,주식회사 씨네룩스
히어 애프터,2016-05-12,"2,749",26,폴란드,(주)엣나인필름
겁쟁이 페달: 리라이드,2016-01-14,"2,697",7,일본,(주)미디어캐슬
행복까지 30일,2016-06-09,"2,664",18,인도,"예지림엔터테인먼트,미디어소프트"
디브,2016-09-01,"2,601",5,아랍에미리트연합국정부,주식회사 디에스이이디
죽은 자의 제국,2016-02-25,"2,581",43,일본,(주)프레인글로벌
뷰티풀 레이디스,2016-11-10,"2,541",39,프랑스,(주)디스테이션
